episode,step,train_score,eval_score,best_score,epsilon,loss,q_avg_0,q_min_0,q_max_0,q_avg_1,q_min_1,q_max_1
15430,3902655,75.0,14.0,534.0,             0.00866,0.012674883944106883,9.937,7.819,10.585,9.784,2.649,10.675
15431,3903281,60.0,28.0,534.0,             0.00487,0.01173981651422023,9.649,-19.326,10.67,9.399,-2.263,10.996
15432,3903929,63.0,28.0,534.0,             0.00268,0.012718816306140204,9.973,8.702,10.659,9.875,5.732,10.679
15433,3905874,200.0,28.0,534.0,             0.00045,0.012639353424101196,9.807,-12.121,10.592,9.607,-5.463,10.863
15434,3907455,162.0,28.0,534.0,             0.00010,0.012929265228822323,9.934,-9.814,10.726,9.693,-1.557,10.777
15435,3909116,170.0,28.0,534.0,             0.00010,0.011563770820251859,9.816,-12.655,10.923,9.634,-5.19,10.837
15436,3909393,23.0,53.0,534.0,             0.00010,0.014283834503218027,9.661,-15.067,11.046,9.341,-6.542,10.779
15437,3909597,16.0,53.0,534.0,             0.00010,0.014786780306809199,9.915,6.719,10.597,9.725,5.899,10.602
15438,3910327,71.0,53.0,534.0,             0.00010,0.014162197017130021,9.875,5.024,10.601,9.616,2.113,10.65
15439,3911480,116.0,53.0,534.0,             0.00010,0.013511089759271799,9.783,-10.766,11.031,9.564,-4.345,11.047
15440,3912323,83.0,53.0,534.0,             0.00010,0.013926536515537397,9.781,-3.191,11.763,9.354,-10.927,10.921
15441,3913705,141.0,86.0,534.0,             0.00010,0.0126987516647289,9.803,-11.126,11.861,9.562,-5.286,11.007
15442,3913837,8.0,86.0,534.0,             0.00010,0.01431063619163593,9.935,8.931,10.525,9.799,6.733,10.541
15443,3915067,124.0,86.0,534.0,             0.00010,0.012770082089270093,9.788,-11.129,11.241,9.558,0.013,11.267
15444,3915147,2.0,86.0,534.0,             0.00010,0.012207958271028474,7.647,-18.264,10.527,8.016,-3.64,10.421
15445,3915283,8.0,86.0,534.0,             0.00010,0.01030707321864183,9.362,-6.188,10.603,9.371,-1.568,10.718
15446,3915589,26.0,119.0,534.0,             0.00010,0.011265111722666891,9.764,-14.765,11.287,9.54,-4.038,10.824
15447,3915671,3.0,119.0,534.0,             0.00010,0.010720621081063433,9.08,-0.155,10.479,8.888,-3.91,10.571
15448,3916571,89.0,119.0,534.0,             0.00010,0.010660928242238394,9.798,-2.689,10.67,9.509,-1.197,10.665
15449,3917785,123.0,119.0,534.0,             0.00010,0.013787331022895625,9.791,-11.687,10.695,9.529,-1.095,10.635
15450,3918256,44.0,119.0,534.0,             0.00010,0.012411353755702764,9.892,6.248,11.186,9.56,-3.212,10.893
15451,3918374,6.0,17.0,534.0,             0.00010,0.008887841137840365,9.798,7.464,10.688,9.501,4.882,10.686
15452,3920121,179.0,17.0,534.0,             0.08937,0.013197909917238073,9.859,-0.125,10.794,9.579,-1.557,10.648
15453,3920145,-4.0,17.0,534.0,             0.08742,0.010337776111555286,8.557,-6.609,10.567,7.507,-6.32,10.532
15454,3920169,-4.0,17.0,534.0,             0.08551,0.006937825673958287,9.8,8.979,10.513,9.65,8.838,10.551
15455,3920242,2.0,17.0,534.0,             0.07995,0.015800843398048454,9.845,8.963,10.568,9.722,8.436,10.664
15456,3920266,-4.0,12.0,534.0,             0.07820,0.015505363005407466,9.48,-6.168,10.581,9.377,-0.331,10.571
15457,3920403,8.0,12.0,534.0,             0.06893,0.01641181005457294,9.631,-3.412,10.688,9.458,-1.701,10.783
15458,3920485,3.0,12.0,534.0,             0.06391,0.014935484575533604,9.889,7.555,10.607,9.893,8.272,10.643
15459,3920508,-4.0,12.0,534.0,             0.06257,0.012597292965359014,2.056,-13.02,10.431,3.948,-3.116,9.535
15460,3920628,7.0,12.0,534.0,             0.05603,0.012837241301410056,9.804,8.247,10.569,9.606,6.711,10.616
15461,3920795,12.0,200.0,534.0,             0.04804,0.013496331978954576,9.906,3.514,10.981,9.657,-0.965,10.893
15462,3920888,4.0,200.0,534.0,             0.04410,0.016568978832814323,9.836,8.976,10.516,9.485,4.622,10.545
15463,3920922,-2.0,200.0,534.0,             0.04274,0.02409768759560607,9.743,8.743,10.513,9.755,8.888,10.631
15464,3920995,2.0,200.0,534.0,             0.03996,0.014029746395153031,9.769,8.776,10.549,9.675,8.213,10.61
15465,3921558,54.0,200.0,534.0,             0.02379,0.011548135384853572,9.9,6.064,10.766,9.594,0.824,10.717
15466,3921760,15.0,4.0,534.0,             0.01975,0.013878335280973224,9.639,1.687,10.712,9.165,-1.217,10.745
15467,3922012,21.0,4.0,534.0,             0.01566,0.01438588835299015,9.86,8.419,10.593,9.817,8.568,10.638
15468,3922464,42.0,4.0,534.0,             0.01033,0.013006623552991613,9.852,6.271,10.692,9.666,6.04,10.76
15469,3923808,137.0,4.0,534.0,             0.00300,0.012576763559428357,9.865,-3.623,10.821,9.66,-4.677,11.778
15470,3924170,32.0,4.0,534.0,             0.00215,0.013585928138036754,9.569,-11.005,10.73,9.244,-4.04,10.676
15471,3924448,23.0,216.0,534.0,             0.00166,0.014686689516127432,9.8,-21.194,11.321,9.545,-1.908,11.779
15472,3924621,12.0,216.0,534.0,             0.00142,0.012993133817987806,8.961,-16.02,10.668,9.036,-4.492,10.735
15473,3924845,18.0,216.0,534.0,             0.00115,0.015690616935119448,9.415,-4.299,10.876,9.068,-1.627,10.641
15474,3925747,90.0,216.0,534.0,             0.00050,0.011445505225691767,9.78,-0.898,11.358,9.19,-7.353,10.982
15475,3926091,30.0,216.0,534.0,             0.00037,0.013797719095956106,9.812,3.019,10.932,9.512,0.375,10.664
15476,3926703,59.0,8.0,534.0,             0.00021,0.012469564125020196,9.765,3.636,10.738,9.564,2.862,10.718
15477,3927320,59.0,8.0,534.0,             0.00012,0.010769273957552318,9.778,2.27,10.766,9.35,-4.009,11.057
15478,3928144,81.0,8.0,534.0,             0.00010,0.011382693754499485,9.778,-8.667,10.709,9.596,-4.448,10.738
15479,3929100,95.0,8.0,534.0,             0.00010,0.012950554581175881,9.727,-3.194,10.665,9.547,-1.359,11.035
15480,3929641,51.0,8.0,534.0,             0.00010,0.014634675764205027,9.637,-13.292,10.733,9.506,-4.083,10.925
15481,3930032,35.0,68.0,534.0,             0.00010,0.0128171379886963,9.537,-32.314,11.043,9.387,-3.938,10.857
15482,3932263,231.0,68.0,534.0,             0.00010,0.01430259721784872,9.888,-4.115,10.765,9.638,-0.793,10.979
15483,3933360,110.0,68.0,534.0,             0.00010,0.014035502381980633,9.66,-14.281,11.208,9.588,-4.935,10.722
15484,3936543,332.0,68.0,534.0,             0.00010,0.011976212052422266,9.771,-10.657,13.371,9.365,-5.887,11.009
15485,3938573,209.0,68.0,534.0,             0.00010,0.01270159713132823,9.927,-2.363,10.733,9.782,-0.485,10.882
15486,3940323,180.0,61.0,534.0,             0.07420,0.01351554580767905,9.78,-35.102,11.162,9.6,-3.812,10.745
15487,3940412,3.0,61.0,534.0,             0.06836,0.01684526620521681,9.012,-7.027,10.548,8.21,-11.632,10.573
15488,3940577,11.0,61.0,534.0,             0.05872,0.011657104334991538,9.781,3.368,10.686,9.628,4.504,10.713
15489,3940679,5.0,61.0,534.0,             0.05346,0.007894715263996748,9.868,8.917,10.671,9.541,3.127,10.583
15490,3941139,43.0,61.0,534.0,             0.03499,0.016029582961725637,9.818,6.843,10.636,9.618,1.807,10.704
15491,3941353,17.0,23.0,534.0,             0.02873,0.01516837074974047,9.864,2.487,10.705,9.695,2.587,10.653
15492,3941414,0.0,23.0,534.0,             0.02716,0.013889501632771408,9.901,8.969,10.572,9.816,8.625,10.644
15493,3942007,57.0,23.0,534.0,             0.01573,0.013526099800853873,9.666,-13.424,10.662,9.502,-4.622,10.612
15494,3942144,8.0,23.0,534.0,             0.01387,0.012513479980959618,9.04,-12.165,11.478,9.158,-2.281,11.111
15495,3942205,0.0,23.0,534.0,             0.01311,0.00941753964661239,8.293,-0.595,10.539,7.743,-3.293,10.517
15496,3942407,15.0,212.0,534.0,             0.01088,0.01161844512484599,9.738,-13.661,11.075,9.513,-3.152,10.999
15497,3942459,-1.0,212.0,534.0,             0.01038,0.011853252933808388,8.906,3.502,10.544,7.77,-6.73,10.579
15498,3942661,15.0,212.0,534.0,             0.00861,0.00939467879580472,9.75,-7.891,10.669,9.644,-2.822,10.628
15499,3943166,47.0,212.0,534.0,             0.00541,0.012857317984205587,9.802,4.928,11.172,9.595,2.238,10.934
15500,3943255,3.0,212.0,534.0,             0.00498,0.007197337431095415,9.811,4.902,10.651,9.295,0.464,10.739
15501,3943731,44.0,41.0,534.0,             0.00322,0.0119094256489702,9.802,-0.176,10.969,9.515,-2.009,11.118
15502,3944070,30.0,41.0,534.0,             0.00235,0.013005313317388967,9.858,6.928,10.541,9.761,7.221,10.55
15503,3944795,71.0,41.0,534.0,             0.00121,0.012977779256420787,9.834,-0.571,10.831,9.632,-7.922,11.06
15504,3944988,14.0,41.0,534.0,             0.00101,0.014005455312106778,8.948,-15.147,10.582,8.653,-2.554,10.901
15505,3945628,62.0,41.0,534.0,             0.00056,0.012604734056321832,9.887,-1.487,10.949,9.664,0.108,10.761
15506,3946886,127.0,40.0,534.0,             0.00018,0.011276389695994558,9.821,-33.632,11.909,9.618,-2.934,10.815
15507,3948270,141.0,40.0,534.0,             0.00010,0.012053751352404121,9.83,7.011,10.839,9.701,3.381,10.718
15508,3948769,47.0,40.0,534.0,             0.00010,0.010183113693042223,9.717,-15.989,10.734,9.491,-2.1,10.645
15509,3950596,188.0,40.0,534.0,             0.00010,0.012559306901786195,9.852,2.644,10.785,9.445,-5.298,11.472
15510,3950996,36.0,40.0,534.0,             0.00010,0.013419890547229443,9.819,1.573,10.576,9.609,-2.708,10.59
15511,3951792,78.0,3.0,534.0,             0.00010,0.014902038469877862,9.557,-28.289,10.624,9.382,-6.161,10.997
15512,3952692,89.0,3.0,534.0,             0.00010,0.012455503315820049,9.802,-4.915,10.718,9.568,-1.573,10.916
15513,3952894,15.0,3.0,534.0,             0.00010,0.014458093408951628,9.386,-7.554,10.646,9.275,-1.693,10.551
15514,3954170,129.0,3.0,534.0,             0.00010,0.013229898705381132,9.708,-25.107,10.781,9.564,-4.259,10.604
15515,3954363,14.0,3.0,534.0,             0.00010,0.012353727958042059,8.905,-12.085,10.549,8.724,-5.331,10.641
15516,3955144,77.0,51.0,534.0,             0.00010,0.011500654492894528,9.654,-14.336,10.912,9.383,-4.965,10.933
15517,3956292,116.0,51.0,534.0,             0.00010,0.010612315952748252,9.91,-1.554,10.979,9.645,-0.159,10.668
15518,3957054,75.0,51.0,534.0,             0.00010,0.01496619165099221,9.813,4.28,10.674,9.592,1.175,10.646
15519,3958493,147.0,51.0,534.0,             0.00010,0.012132081163157544,9.834,6.29,10.607,9.605,1.21,11.203
15520,3959260,75.0,51.0,534.0,             0.00010,0.010470154833256824,9.637,-18.185,10.604,9.551,-7.756,11.017
15521,3960038,76.0,74.0,534.0,             0.09647,0.012060608461039539,9.725,-21.334,10.768,9.468,-3.648,10.657
15522,3960071,-3.0,74.0,534.0,             0.09358,0.021781028579976974,9.601,8.796,10.442,9.172,6.776,10.352
15523,3960142,1.0,74.0,534.0,             0.08766,0.018424213585168332,9.7,7.32,10.389,9.34,6.353,10.347
15524,3960166,-4.0,74.0,534.0,             0.08574,0.013148392109239163,9.18,-4.141,10.317,9.123,-1.839,10.396
15525,3960250,3.0,74.0,534.0,             0.07936,0.016206921277833835,9.851,8.297,10.516,9.603,6.116,10.524
15526,3960661,38.0,30.0,534.0,             0.05435,0.014395841112113365,9.782,-3.816,10.586,9.463,0.774,11.28
15527,3960856,15.0,30.0,534.0,             0.04542,0.009711233497513697,9.779,6.444,10.619,9.556,-1.588,10.519
15528,3960880,-4.0,30.0,534.0,             0.04442,0.02201562674114636,9.413,5.621,10.265,9.369,6.267,10.349
15529,3960961,2.0,30.0,534.0,             0.04123,0.00927648101688972,9.546,-4.681,10.541,9.422,-5.541,10.434
15530,3961061,4.0,30.0,534.0,             0.03760,0.011148785959230736,9.394,-14.741,10.451,9.398,-5.195,10.467
15531,3961113,-1.0,44.0,534.0,             0.03584,0.011634579148868887,9.368,-18.775,10.603,9.257,-6.314,10.602
15532,3961245,8.0,44.0,534.0,             0.03174,0.019023264034661803,9.746,6.73,10.456,9.538,5.915,10.457
15533,3961310,1.0,44.0,534.0,             0.02990,0.008391577289260637,9.407,1.599,10.431,9.49,7.241,10.526
15534,3961512,15.0,44.0,534.0,             0.02482,0.013090607456892894,9.571,-2.889,10.534,9.392,1.399,10.501
15535,3961536,-4.0,44.0,534.0,             0.02428,0.015414305453305133,5.247,-16.171,9.66,3.843,-4.116,9.804
15536,3961701,11.0,93.0,534.0,             0.02085,0.015032275317406113,9.447,-39.584,10.743,9.364,-8.522,10.635
15537,3962648,94.0,93.0,534.0,             0.00872,0.01368193046439148,9.766,-46.369,10.646,9.492,-0.757,10.578
15538,3962821,12.0,93.0,534.0,             0.00743,0.013804601999995638,8.892,-18.54,10.509,8.705,-10.572,10.954
15539,3964702,194.0,93.0,534.0,             0.00131,0.01279673066818547,9.812,-7.644,11.107,9.531,-2.587,10.773
15540,3965234,50.0,93.0,534.0,             0.00081,0.01404943760855148,9.684,-8.755,10.526,9.337,-4.434,11.658
15541,3966358,113.0,57.0,534.0,             0.00029,0.014242976664715062,9.773,-7.396,10.575,9.641,-1.273,10.633
15542,3966608,20.0,57.0,534.0,             0.00023,0.01102137069334276,8.858,-34.14,10.629,8.9,-3.54,11.079
15543,3966849,19.0,57.0,534.0,             0.00018,0.012911768173422138,9.66,-3.638,10.55,9.425,1.428,10.585
15544,3967390,51.0,57.0,534.0,             0.00011,0.013365657518741756,9.527,-18.657,10.756,9.32,-10.791,10.649
15545,3969625,231.0,57.0,534.0,             0.00010,0.011691068203638515,9.84,-14.806,10.915,9.61,-5.297,10.757
15546,3971174,158.0,54.0,534.0,             0.00010,0.014472678437720193,9.758,-9.682,11.732,9.456,-3.04,10.959
15547,3972266,110.0,54.0,534.0,             0.00010,0.010103863447531674,9.776,0.793,10.747,9.449,-7.078,10.661
15548,3973706,147.0,54.0,534.0,             0.00010,0.011419404875090954,9.845,5.056,10.719,9.515,0.522,10.587
15549,3974540,82.0,54.0,534.0,             0.00010,0.01266340269561694,9.671,-40.745,10.815,9.209,-3.277,10.965
15550,3975838,132.0,54.0,534.0,             0.00010,0.013107452931105717,9.834,5.755,10.552,9.512,0.446,10.561
15551,3976147,27.0,315.0,534.0,             0.00010,0.013578197743455821,9.752,-16.723,11.014,9.45,-2.732,11.282
15552,3976434,24.0,315.0,534.0,             0.00010,0.012995415741783804,9.2,-29.005,10.589,8.919,-2.077,11.0
15553,3978125,173.0,315.0,534.0,             0.00010,0.011792576362676025,9.831,3.79,10.656,9.532,-1.442,10.622
15554,3980121,206.0,315.0,534.0,             0.08937,0.010941253958673791,9.786,2.793,11.324,9.498,0.914,11.833
15555,3980148,-3.0,315.0,534.0,             0.08718,0.012811885262770509,9.717,8.921,10.481,9.229,7.514,10.52
15556,3980266,6.0,100.0,534.0,             0.07820,0.01248825708861952,9.87,0.687,10.683,9.694,1.411,10.66
15557,3980613,31.0,100.0,534.0,             0.05681,0.01184545569400295,9.926,7.741,10.764,9.832,6.952,10.699
15558,3980751,9.0,100.0,534.0,             0.05003,0.01448322773533131,9.783,7.241,10.517,9.634,5.396,10.602
15559,3980879,7.0,100.0,534.0,             0.04446,0.016667729686105304,9.657,4.993,10.631,9.011,1.521,10.641
15560,3981008,7.0,100.0,534.0,             0.03948,0.012100217011107434,9.908,8.956,10.564,9.603,3.79,10.609
15561,3981069,0.0,60.0,534.0,             0.03733,0.00984070954279455,9.644,-2.504,10.74,9.248,-5.432,10.75
15562,3981121,-1.0,60.0,534.0,             0.03558,0.011063917983287515,9.546,-1.747,10.712,9.438,-0.918,10.775
15563,3981239,6.0,60.0,534.0,             0.03192,0.010908204142173942,9.65,3.481,10.618,9.068,-3.326,10.561
15564,3981376,8.0,60.0,534.0,             0.02813,0.012929649305968361,9.898,8.321,10.576,9.714,3.368,10.553
15565,3981833,42.0,60.0,534.0,             0.01847,0.015154672764940697,9.507,-16.601,10.695,9.277,-2.408,10.664
15566,3982011,13.0,14.0,534.0,             0.01567,0.014440597779264024,9.617,-3.095,10.713,9.534,-0.435,10.737
15567,3982233,17.0,14.0,534.0,             0.01278,0.014205237407434464,9.821,-7.049,10.634,9.575,-5.274,10.635
15568,3982492,21.0,14.0,534.0,             0.01006,0.010510147430099778,9.937,3.996,10.832,9.789,4.939,10.725
15569,3982911,38.0,14.0,534.0,             0.00684,0.013767738776144779,9.496,-17.499,10.601,9.07,-4.972,10.938
15570,3983020,5.0,14.0,534.0,             0.00619,0.008646705992885122,8.178,-34.137,10.45,8.565,-3.089,10.48
15571,3983524,47.0,321.0,534.0,             0.00389,0.012309624692000124,9.879,-4.719,10.759,9.679,-1.941,11.108
15572,3983824,26.0,321.0,534.0,             0.00295,0.013288284752052277,9.353,-11.899,10.505,9.23,-4.063,10.511
15573,3984376,52.0,321.0,534.0,             0.00178,0.012376782115704069,9.755,-18.662,10.769,9.536,-3.102,10.785
15574,3984710,29.0,321.0,534.0,             0.00130,0.013930771822977008,9.256,-27.902,10.615,9.442,-5.444,10.663
15575,3985082,33.0,321.0,534.0,             0.00093,0.014711188653534683,9.356,-15.148,10.645,9.284,-5.905,10.667
15576,3985900,81.0,29.0,534.0,             0.00044,0.011503700218245974,9.833,-3.888,10.686,9.566,-3.034,10.948
15577,3987058,117.0,29.0,534.0,             0.00015,0.010269755498278526,9.841,-1.083,10.688,9.69,0.357,10.677
15578,3987255,15.0,29.0,534.0,             0.00013,0.01279867784891911,9.803,8.515,10.704,9.505,3.477,10.634
15579,3987683,39.0,29.0,534.0,             0.00010,0.012173523029304875,9.8,3.357,10.68,9.463,-2.99,10.601
15580,3988639,95.0,29.0,534.0,             0.00010,0.011354664896815045,9.64,-42.003,10.624,9.572,-13.608,10.719
15581,3988785,9.0,32.0,534.0,             0.00010,0.014058999335696308,9.485,-32.776,10.63,9.447,-2.81,10.698
15582,3989430,62.0,32.0,534.0,             0.00010,0.013808643373898989,9.754,-10.547,10.615,9.569,-2.266,11.087
15583,3989905,44.0,32.0,534.0,             0.00010,0.009641253462453422,9.556,-9.072,10.609,9.46,-2.603,10.658
15584,3990441,51.0,32.0,534.0,             0.00010,0.012531319272803463,9.843,0.971,10.734,9.677,-0.609,10.747
15585,3990851,37.0,32.0,534.0,             0.00010,0.013216976477997378,9.733,-10.955,10.636,9.588,-0.13,10.925
15586,3991873,102.0,12.0,534.0,             0.00010,0.01313550912321968,9.699,-28.096,10.69,9.473,-4.027,10.644
15587,3992332,43.0,12.0,534.0,             0.00010,0.011368097554565628,9.714,3.378,10.6,9.277,-1.239,10.524
15588,3994328,206.0,12.0,534.0,             0.00010,0.011725016786375797,9.907,3.19,10.635,9.659,0.784,10.642
15589,3994698,33.0,12.0,534.0,             0.00010,0.009389395705531225,9.454,-12.452,10.581,9.321,-3.012,10.578
15590,3995017,28.0,12.0,534.0,             0.00010,0.012112894038367596,9.807,-0.39,10.95,9.63,1.203,11.151
15591,3995638,60.0,-3.0,534.0,             0.00010,0.010976758187253556,9.831,1.678,10.825,9.702,-0.85,10.721
15592,3995947,27.0,-3.0,534.0,             0.00010,0.011371219639770362,9.388,-10.819,10.525,9.073,-9.693,10.505
15593,3997124,119.0,-3.0,534.0,             0.00010,0.011643352119269692,9.859,0.564,10.678,9.512,0.863,10.752
15594,3998759,168.0,-3.0,534.0,             0.00010,0.011641638185893005,9.895,7.025,10.634,9.652,1.636,10.619
15595,3999008,20.0,-3.0,534.0,             0.00010,0.010192720669725663,9.512,-4.804,10.635,9.429,-0.325,10.573
15596,3999691,66.0,15.0,534.0,             0.00010,0.011388838683537277,9.446,-34.047,10.644,9.368,-6.812,10.654
15597,3999736,-1.0,15.0,534.0,             0.00010,0.01523992565796814,9.816,8.938,10.45,9.615,8.302,10.503
15598,3999958,17.0,15.0,534.0,             0.00010,0.010798290337284876,9.714,-6.091,10.772,9.671,-0.601,10.715
15599,4000021,1.0,15.0,534.0,             0.09799,0.011994567151839238,9.844,8.815,10.573,9.789,8.782,10.697
15600,4000149,7.0,15.0,534.0,             0.08710,0.012041708348988323,9.926,8.813,10.67,9.82,7.545,10.647
15601,4000324,13.0,20.0,534.0,             0.07413,0.01341860384247931,9.947,8.76,10.583,9.87,6.303,10.607
15602,4000433,5.0,20.0,534.0,             0.06705,0.011078682234681664,9.8,-0.92,10.497,9.583,-1.08,10.469
15603,4000570,8.0,20.0,534.0,             0.05910,0.015053266461812856,9.815,-0.563,10.627,9.697,-0.432,10.655
15604,4000763,14.0,20.0,534.0,             0.04948,0.014604876783599237,9.7,-3.967,11.306,9.221,1.27,10.63
15605,4001163,36.0,20.0,534.0,             0.03423,0.013609256941854254,9.614,-15.59,10.619,9.498,-1.803,10.765
15606,4001407,20.0,4.0,534.0,             0.02734,0.010517410264583305,9.365,-29.371,10.645,9.206,-0.756,10.578
15607,4002542,114.0,4.0,534.0,             0.00961,0.012486879314944181,9.859,0.296,10.736,9.538,-4.684,10.774
15608,4002575,-3.0,4.0,534.0,             0.00932,0.012617909539998933,8.852,-19.06,10.605,9.262,-5.712,10.607
15609,4002862,24.0,4.0,534.0,             0.00716,0.012991338253154286,9.65,-2.155,10.943,9.211,-1.755,10.723
15610,4002893,-3.0,4.0,534.0,             0.00696,0.006520532139186417,4.344,-12.526,10.257,5.468,-2.384,10.241
15611,4003483,56.0,2.0,534.0,             0.00404,0.010499135152559128,9.575,-16.78,10.89,9.37,-2.696,11.042
15612,4004439,95.0,2.0,534.0,             0.00167,0.012420367540425824,9.976,2.953,10.771,9.828,3.684,10.72
15613,4005313,87.0,2.0,534.0,             0.00075,0.012267057837380812,9.837,0.937,10.725,9.69,3.969,10.704
15614,4005394,3.0,2.0,534.0,             0.00070,0.014786303921510684,9.933,8.586,10.672,9.791,7.041,10.614
15615,4005465,1.0,2.0,534.0,             0.00065,0.016163401651642168,9.737,0.552,10.555,9.466,5.544,10.527
15616,4005781,28.0,1.0,534.0,             0.00049,0.011839021914240704,9.97,4.273,11.011,9.731,4.472,11.325
15617,4005893,6.0,1.0,534.0,             0.00044,0.013522115573453317,9.869,5.3,10.663,9.763,6.625,10.826
15618,4006313,39.0,1.0,534.0,             0.00030,0.011566466751502871,9.873,1.793,10.628,9.674,0.071,10.869
15619,4006395,3.0,1.0,534.0,             0.00028,0.009261142632146025,9.888,8.827,10.538,9.61,6.319,10.574
15620,4006441,-1.0,1.0,534.0,             0.00026,0.008051763697395749,9.904,8.828,10.62,9.759,8.129,10.598
15621,4010461,421.0,122.0,534.0,             0.00010,0.011529679041279396,9.894,-3.197,11.746,9.575,-5.64,10.84
15622,4010711,20.0,122.0,534.0,             0.00010,0.016642427568789572,9.421,-20.192,10.643,9.387,-1.248,10.65
15623,4010876,11.0,122.0,534.0,             0.00010,0.008637826810026485,8.977,-16.968,10.624,9.123,-2.321,10.696
15624,4011163,24.0,122.0,534.0,             0.00010,0.012626700534262996,9.274,-26.371,10.759,8.95,-2.598,10.704
15625,4011473,27.0,122.0,534.0,             0.00010,0.014469342837072609,9.881,8.427,10.654,9.766,6.62,10.683
15626,4011507,-2.0,-5.0,534.0,             0.00010,0.01364598480594235,9.729,8.199,10.712,9.253,5.762,10.682
15627,4011703,15.0,-5.0,534.0,             0.00010,0.012303518406673791,9.651,-6.598,10.71,9.347,-1.929,10.681
15628,4012720,102.0,-5.0,534.0,             0.00010,0.012185041028665125,9.971,0.205,11.12,9.724,1.421,10.792
15629,4013836,112.0,-5.0,534.0,             0.00010,0.012164704880135144,9.735,-23.862,10.634,9.447,-2.395,11.21
15630,4013981,9.0,-5.0,534.0,             0.00010,0.01230118267824231,8.522,-11.086,10.757,8.216,-4.382,10.83
15631,4014263,24.0,24.0,534.0,             0.00010,0.01279215459857988,9.547,-16.9,10.667,9.487,-2.645,10.75
15632,4014808,52.0,24.0,534.0,             0.00010,0.013005816913316658,9.872,7.397,10.722,9.709,3.57,10.742
15633,4014830,-4.0,24.0,534.0,             0.00010,0.012475797424981878,4.183,-6.129,9.581,4.709,-2.279,9.621
15634,4015052,17.0,24.0,534.0,             0.00010,0.01502855572962781,9.716,2.854,10.635,9.441,-4.638,10.726
15635,4015086,-3.0,24.0,534.0,             0.00010,0.0074690531268168025,9.666,5.044,10.532,9.646,3.641,10.648
15636,4015114,-3.0,5.0,534.0,             0.00010,0.010546947565412015,8.025,-47.173,10.635,8.67,-1.652,10.677
15637,4015988,87.0,5.0,534.0,             0.00010,0.010982419448368969,9.752,-7.155,10.838,9.468,-4.617,10.864
15638,4016261,23.0,5.0,534.0,             0.00010,0.01150348179311843,9.933,8.066,10.778,9.703,4.469,10.669
15639,4017113,84.0,5.0,534.0,             0.00010,0.012202362667630097,9.698,-43.11,10.694,9.609,-4.219,10.766
15640,4017230,6.0,5.0,534.0,             0.00010,0.014831281413371937,8.779,-13.837,10.591,8.654,-2.179,10.6
15641,4017661,40.0,6.0,534.0,             0.00010,0.011818772662655729,9.875,-5.856,10.637,9.755,-1.488,10.759
15642,4018202,51.0,6.0,534.0,             0.00010,0.011240718544972113,9.551,-18.428,10.657,9.323,-4.78,10.711
15643,4018422,17.0,6.0,534.0,             0.00010,0.014843112252525647,9.195,-14.001,10.595,9.236,-0.884,10.624
15644,4018702,24.0,6.0,534.0,             0.00010,0.010276839556796143,9.883,4.839,10.691,9.436,-1.862,10.692
15645,4020055,138.0,6.0,534.0,             0.09497,0.012748565630024817,9.978,3.944,10.848,9.732,2.187,10.77
15646,4020082,-3.0,126.0,534.0,             0.09264,0.01851364214801126,9.78,-15.678,11.46,9.669,-7.369,10.842
15647,4020200,6.0,126.0,534.0,             0.08310,0.014073180596115288,9.585,0.278,10.557,8.965,-0.317,10.643
15648,4020215,-5.0,126.0,534.0,             0.08196,0.018116990810570617,7.565,-1.15,10.176,7.537,-0.17,9.672
15649,4020417,15.0,126.0,534.0,             0.06805,0.014244747508344896,9.628,-8.894,11.892,9.555,-2.902,12.236
15650,4020479,0.0,126.0,534.0,             0.06427,0.017580102423145887,9.472,1.108,10.56,8.73,-1.332,10.613
15651,4020588,5.0,113.0,534.0,             0.05813,0.015190671741697562,9.779,-5.907,11.88,9.534,-2.208,10.785
15652,4020634,-1.0,113.0,534.0,             0.05572,0.009985542833379915,7.49,-12.846,10.628,7.761,-2.509,10.564
15653,4020903,22.0,113.0,534.0,             0.04349,0.017220866722080747,9.892,-3.099,10.786,9.456,-6.549,10.705
15654,4021116,16.0,113.0,534.0,             0.03574,0.014238294660815522,9.75,3.194,10.639,9.685,3.048,10.746
15655,4021281,11.0,113.0,534.0,             0.03070,0.014319116979922083,9.909,7.942,10.662,9.739,6.186,10.697
15656,4021477,15.0,18.0,534.0,             0.02563,0.012585387811984164,9.477,-21.109,10.701,9.455,-2.315,10.718
15657,4021670,14.0,18.0,534.0,             0.02146,0.013916199878183884,9.608,-4.017,10.684,9.141,-0.551,10.817
15658,4021988,28.0,18.0,534.0,             0.01601,0.013954280829862487,9.741,3.446,10.914,9.111,-3.426,10.833
15659,4023149,117.0,18.0,534.0,             0.00550,0.014973675146394928,9.614,-9.631,11.586,9.177,-5.708,11.192
15660,4023249,4.0,18.0,534.0,             0.00501,0.018502053219126537,9.944,6.901,10.673,9.526,4.429,10.687
15661,4023833,56.0,35.0,534.0,             0.00293,0.014221448496830082,9.663,-29.288,10.937,9.344,-4.895,10.711
15662,4024225,36.0,35.0,534.0,             0.00204,0.012254103226542629,9.861,7.31,10.658,9.603,3.112,10.675
15663,4024618,36.0,35.0,534.0,             0.00142,0.011118311970553931,9.891,-7.02,10.806,9.64,0.716,10.877
